name,state,par_mean,par_median
Mohawk Valley Community College - SUNY Office Of Community Colleg,NY,67192.78970596463,58300
Monmouth College,IL,110877.368063386,88100
Monmouth University,NJ,153799.342721603,110000
Monroe College,NY,33202.24348490799,28200
Monroe Community College,NY,86939.69084848145,77200
Monroe County Community College,MI,92759.91927083331,84800
Montana State University - Billings,MT,78631.74957685206,66000
Montana State University - Northern,MT,67140.27200838414,56100
Montana State University Bozeman,MT,120835.0298497963,84500
Montana Tech Of The University Of Montana,MT,74936.85047292284,68300
Montcalm Community College,MI,66213.10416666667,63200
Montclair State University,NJ,102911.4088438807,86600
Monterey Peninsula College,CA,95532.72385137864,66100
Montgomery College,MD,99038.23134526575,69000
Montgomery Community College,NC,58065.27618680334,51000
Montgomery County Community College,PA,98504.89753705432,85200
Moody Bible Institute,IL,91256.3302263941,78900
Moore Norman Technology Center School District No. 17,OK,65607.30646819824,61500
Moraine Park Technical College,WI,79227.62971449023,74900
Moraine Valley Community College,IL,96941.54330457664,87200
Moravian College,PA,129114.4296875,97100
Morehead State University,KY,72214.078125,65700
Morehouse College,GA,136263.703125,81800
Morningside College,IA,82035.8015533268,67100
Morton College,IL,57927.97457636709,49700
Motlow State Community College,TN,73893.4437983394,64700
Moultrie Technical College,GA,40448.7109375,28800
Mount Aloysius College,PA,74616.27864583333,57700
Mount Holyoke College,MA,194481.11623507,108700
Mount Hood Community College,OR,81952.66066542287,75000
Mount Ida College,MA,96558.23164876302,64900
Mount Marty College,SD,77565.328125,67100
Mount Mary University,WI,91833.02856445312,80800
Mount Mercy University,IA,92016.7578125,76500
Mount Saint Mary College,NY,109246.9207522455,91700
Mount Saint Mary's University,MD,146819.9583333333,111700
Mount San Antonio College,CA,76053.56087714592,62800
Mount St. Mary's College,CA,67906.38965282984,48500
Mount Vernon Nazarene University,OH,94553.54348352712,77200
Mount Wachusett Community College,MA,80260.45608009506,71400
Mountain Empire Community College,VA,52755.37215710068,43000
Mt. San Jacinto College,CA,81050.92463203556,71000
Muhlenberg College,PA,268464.8323317308,150300
Multnomah University,OR,102629.9543185764,80500
Murray State University,KY,98660.11331520004,79800
Musicians Institute,CA,116335.8802083333,77400
Muskegon Community College,MI,81025.35290011682,73400
Muskingum University,OH,107087.1138608428,83100
NHTI  - Concord's Community College,NH,87524.17805519908,76600
Napa Valley College,CA,86412.95091908105,75000
Nash Community College,NC,66139.25770129003,57600
Nashua Community College,NH,92566.07741399397,81500
Nashville State Community College,TN,84263.70203627927,65400
Nassau Community College,NY,96741.19955189842,80100
National College,KY,43822.68748926855,39100
National College Of Business And Technology,TN,52785.01014700444,44400
National Park Community College,AR,60201.63908666237,48900
Nationwide Beauty Academy,OH,67115.390625,65000
Naugatuck Valley Community College,CT,85945.57142338522,75300
Navarro College,TX,68070.42785892001,56000
Nazareth College Of Rochester,NY,125568.3928252854,100500
Nebraska Wesleyan University,NE,118685.4893990262,88200
Neumann University,PA,100182.2505640794,85200
Nevada State College,NV,114253.7708333333,88500
New Castle School Of Trades,PA,57882.89583333334,50400
New England College,NH,161720.5338208409,94400
New England Culinary Institute,VT,139945.0572916667,91600
New England Institute Of Art ,MA,96417.09069749694,73500
New England Institute Of Technology,RI,86428.2350571109,71400
New Jersey City University,NJ,65974.64289963047,51600
New Jersey Institute Of Technology,NJ,96139.37753332428,84000
New Mexico Highlands University,NM,63212.54701246334,48500
New Mexico Institute Of Mining & Technology,NM,101146.0309278351,91800
New Mexico Junior College,NM,64578.3256822079,50000
New Mexico Military Institute,NM,104242.9869791667,75600
New Mexico State University,NM,72136.26509026787,59300
New River Community College,VA,86112.28781284955,68000
"New School, The",NY,255928.3885893168,95800
New York City College Of Technology Of The City University Of New,NY,44382.75898831187,33500
New York Institute Of Technology,NY,109147.5257175078,78500
New York University,NY,294568.574104516,130500
Newberry College,SC,104293.1712956461,80400
Newman University,KS,126922.1666666667,91400
Niagara County Community College,NY,77415.73787038853,71900
Niagara University,NY,115038.437037037,92300
Nicholls State University,LA,82153.84375,69800
Nichols College,MA,116099.6927083333,95300
Nicolet Area Technical College,WI,70251.93835772156,63100
Norfolk State University,VA,57969.45946966474,48000
North Arkansas College,AR,56690.36981262575,45000
North Carolina Agricultural & Technical State University,NC,66564.58796101552,52600
North Carolina Central University,NC,60995.51341782649,45600
North Carolina State University,NC,154271.3437330049,111400
North Carolina Wesleyan College,NC,88618.65880549066,63100
North Central College,IL,143799.5913351058,103700
North Central Kansas Technical College,KS,74786.25520833333,58900
North Central Michigan College,MI,79873.58936635817,60500
North Central Missouri College,MO,60546.9765625,57900
North Central State College,OH,65564.47800151045,60100
North Central Texas College,TX,92210.72963483146,79800
North Central University,MN,85083.23958333333,74000
North Country Community College,NY,68275.6875,61000
North Dakota State College Of Science,ND,70772.02252998737,63200
North Dakota State University - Main Campus - Fargo,ND,97463.81395671974,81900
North Florida Community College,FL,58487.7636168574,48800
North Georgia Technical College,GA,58442.54817708334,42300
North Greenville University,SC,94195.60677083331,77100
North Idaho College,ID,86447.23163040745,59600
North Iowa Area Community College,IA,68533.40430435824,62100
North Park University,IL,120479.3630894252,87200
North Seattle College,WA,89598.73707316205,71200
North Shore Community College,MA,83112.61569667888,72000
Northampton County Area Community College,PA,82729.70384646046,74900
Northcentral Technical College,WI,74459.95700820028,69200
Northeast Alabama Community College,AL,58926.65234375,53200
Northeast Community College,NE,60696.83140812958,54300
Northeast Iowa Community College,IA,72071.32866698995,64400
Northeast Mississippi Community College,MS,65116.75130208334,57200
Northeast State Community College,TN,67862.71288319866,60200
Northeast Texas Community College,TX,60902.8164094002,51100
Northeast Wisconsin Technical College,WI,81895.47916666667,74500
Northeastern Illinois University,IL,67345.97938078703,53300
Northeastern Junior College,CO,74604.52107328366,61100
Northeastern Oklahoma A & M College,OK,56321.49891678221,52800
Northeastern State University,OK,71869.55859073825,62100
Northeastern Technical College,SC,54520.09635416666,42200
Northeastern University,MA,169872.404858486,108300
Northern Essex Community College,MA,81019.68936404824,70700
Northern Illinois University,IL,112760.145775552,97700
Northern Kentucky University,KY,102154.6908412882,86400
Northern Michigan University,MI,96334.61029843512,81000
Northern Oklahoma College,OK,70758.58425262486,63000
Northern Virginia Community College,VA,104177.4898477157,86200
Northern Wyoming Community College District,WY,76549.24514151468,65300
Northland College,WI,112573.0503491052,74600
Northland Pioneer College,AZ,57245.83316637178,46800
Northwest - Shoals Community College,AL,62865.92847823673,56300
Northwest Arkansas Community College,AR,84431.58489507796,65900
Northwest College,WY,60659.97496290801,60800
Northwest Florida State College,FL,77096.98278682414,62200
Northwest Iowa Community College,IA,74053.16262363574,62900
Northwest Kansas Technical College,KS,61772.1953125,57100
Northwest Mississippi Community College,MS,65531.41167101204,51700
Northwest Missouri State University,MO,94464.34948350834,80900
Northwest Nazarene University,ID,105627.5698971519,83800
Northwest State Community College,OH,76535.109375,69200
Northwest University,WA,102250.2109375,80400
"Northwestern College of Bridgeview, IL",IL,50062.5856793283,43300
"Northwestern College of Orange City, IA",IA,94237.08415904472,75300
Northwestern Connecticut Community College,CT,81155.06486311984,78400
Northwestern Michigan College,MI,84315.36378462464,69400
Northwestern Oklahoma State University,OK,65991.85817307692,61400
Northwestern State University,LA,69548.5626487806,57700
Northwestern University,IL,350349.7653853349,168500
Northwood University,MI,154346.5774284918,86000
Norwalk Community College,CT,114727.3022568511,70200
Norwich University,VT,108692.2225448418,88200
Notre Dame Of Maryland University,MD,98366.3195254914,81100
Nova Southeastern University,FL,101304.9713602299,64000
Nyack College,NY,75695.48290767767,58400
Oakland City University,IN,65707.51822916667,60300
Oakland Community College,MI,114306.8446470512,93400
Oakland University,MI,137901.6996260256,110600
Oakton Community College,IL,100383.6450275858,75500
Oberlin College,OH,265150.711935852,127100
Occidental College,CA,254125.550095943,122400
Ocean County College,NJ,90997.6934085265,81600
Odessa College,TX,61187.68635110294,50900
Ogeechee Technical College,GA,55462.181291533,41600
Oglethorpe University,GA,138330.0905320366,98600
Ohio Dominican University,OH,81938.66217460707,73700
Ohio Northern University,OH,107070.59375,91300
Ohio University,OH,123539.9712907392,90900
Ohio Wesleyan University,OH,198230.1695988646,103000
Ohlone College,CA,107335.2980943203,91100
Okefenokee Technical College,GA,45798.27994791666,35300
Oklahoma Baptist University,OK,117229.0234375,91700
Oklahoma Christian University,OK,105626.3338940169,88100
Oklahoma City Community College,OK,78697.10080937424,66900
Oklahoma City University,OK,123336.59375,101700
Oklahoma Panhandle State University,OK,65885.81030851549,56900
Oklahoma State University,OK,119478.1890583259,90000
Oklahoma State University - Oklahoma City,OK,76723.31441285438,64600
Oklahoma State University Institute Of Technology - Okmulgee,OK,66042.7874815676,53900
Old Dominion University,VA,94850.66070684044,82400
Olivet College,MI,74365.1742373512,66600
Olivet Nazarene University,IL,97424.35264635124,81400
Olympian Academy Of Cosmetology,NM,60568.97395833334,44200
Olympic College,WA,81038.82829524175,75700
Onondaga Community College,NY,87773.7515738649,72800
Oral Roberts University,OK,100535.0876421224,76600
Orange County Community College,NY,85847.29043496621,80200
Orange Technical Education Centers - Orlando Technical,FL,55230.72622249759,46000
Orangeburg - Calhoun Technical College,SC,51102.9207834078,37200
Oregon Institute Of Technology,OR,81399.91427905117,76400
Oregon State University,OR,134287.3690181996,100600
Orleans Technical Institute,PA,56280.88411458334,41000
Otero Junior College,CO,62016.71735973523,50100
Otis College Of Art & Design,CA,191723.46875,80500
Ottawa University,AZ,72076.0625,64200
Otterbein University,OH,124863.6244949051,88100
Ouachita Baptist University,AR,106601.0807291667,88300
Our Lady Of Holy Cross College,LA,111970.646222616,88400
Our Lady Of The Lake College,LA,94505.8595330056,86500
Our Lady Of The Lake University,TX,53909.98156872424,46000
Owens State Community College,OH,75005.68405424485,68400
Ozark Christian College,MO,75367.17772042411,61400
Ozarks Technical Community College,MO,70040.39620435551,58800
PCI Health Training Center,TX,58856.97005208334,36600
Pace University,NY,104767.8294469674,68600
Pacific Lutheran University,WA,140269.5448004677,100900
Pacific Union College,CA,175658.9375,96400
Pacific University,OR,104811.5420572917,92700
Paine College,GA,51830.06640625,36800
Palm Beach Atlantic University,FL,179931.6458333333,92200
Palm Beach State College,FL,87478.26124517011,61900
Palomar College,CA,94223.16822081286,73500
Panola College,TX,68149.20968569015,53200
Paris Junior College,TX,64953.11370721615,53700
Park University,MO,78712.30515270104,65300
Parkland College,IL,93404.85802209013,72500
Pasadena City College,CA,68739.4625550419,44600
Pasco - Hernando State College,FL,61150.71801635305,51100
Passaic County Community College,NJ,49697.7530476238,36400
Patrick Henry Community College,VA,58868.54943337912,48800
Paul D. Camp Community College,VA,58957.18546360222,53900
"Paul Mitchell The School of Costa Mesa, CA",CA,131895.1171875,85200
Paul Smith's College Of Arts & Sciences,NY,79745.361328125,76300
Pearl River Community College,MS,59847.32457613032,45700
Pellissippi State Community College,TN,88311.23443934454,73100
Peninsula College,WA,74234.53556830168,64900
Pennsylvania College Of Technology,PA,86262.6467621922,73400
Pennsylvania Highlands Community College,PA,61798.3046875,55800
Pennsylvania State University ,PA,123356.3865321588,95400
Pensacola State College,FL,66050.90429285457,58200
Pepperdine University,CA,371031.0396113876,124100
Perry Technical Institute,WA,90468.86979166669,82000
Peru State College,NE,72868.46015787421,64600
Pfeiffer University,NC,104173.8984375,83600
Philadelphia University,PA,125461.7983194163,99600
Philander Smith College,AR,37358.83361375189,32000
Phillips Community College Of The University Of Arkansas,AR,39558.17215257591,30200
Phoenix Metro Community Colleges,AZ,96920.71793635673,75300
Piedmont College,GA,100004.1550538278,81400
Piedmont Community College,NC,56907.4897235577,46200
Piedmont Technical College,SC,55941.88931544904,45200
Piedmont Virginia Community College,VA,88278.6747651734,70400
Pierce College,WA,83244.2854120404,73500
Pima County Community College,AZ,76589.2687636676,61400
Pima Medical Institute,AZ,57655.77800707547,44500
Pinellas Technical Education Center - Clearwater Campus,FL,58537.35534426511,45500
Pinnacle Career Institute,MO,60238.06204268293,51200
Pioneer Pacific College,OR,60778.20379076088,52200
Pitt Community College,NC,77230.43083353025,57700
Pittsburg State University,KS,90078.15789823794,75300
Pittsburgh Institute Of Aeronautics,PA,78111.3634655899,72400
Pittsburgh Technical Institute,PA,65496.14424025411,58900
Pitzer College,CA,434121.4143880208,131900
Pivot Point Academy,IL,92460.73958333331,77600
"Platt College of Alhambra, CA",CA,61987.96098975753,48500
"Platt College of Tulsa, OK",OK,54152.59244791666,38900
Plaza College,NY,35951.21875,29100
Plymouth State University Of The University System Of New Hampshire,NH,113950.1067061547,94200
Point Loma Nazarene University,CA,168316.8486918605,113300
Point Park University,PA,98534.29028164808,79200
Polk State College,FL,70756.31583201373,59500
Pomona College,CA,324439.5015794224,161600
Portland Community College,OR,92328.6499808247,72400
Portland State University,OR,126110.5896331796,86900
Post University,CT,76138.91589725378,57800
Poster & Chester Institute,CT,73042.72916666667,62500
Prairie State College,IL,71968.29947916667,60800
Prairie View Agricultural & Mechanical University,TX,58314.01348559752,45500
Pratt Community College,KS,60594.11979166666,55100
Pratt Institute,NY,152508.3821572581,96100
Presbyterian College,SC,169574.6110368276,118100
Prince George's Community College,MD,74659.40436885062,65100
Princeton University,NJ,519426.9180017035,218100
Prism Career Institute,PA,49238.98958333334,37000
Providence College,RI,210190.8956442831,139300
Pulaski Technical College,AR,68223.3008597424,54400
Purdue University,IN,140735.0270420109,103200
Queens University Of Charlotte,NC,126437.4921875,99700
Queensborough Community College-CUNY,NY,56888.64031037344,42200
Quincy College,MA,80560.8077574722,69000
Quincy University,IL,104344.4193195093,84000
Quinebaug Valley Community College,CT,77610.005859375,71400
Quinnipiac University,CT,188020.0569110762,127000
Quinsigamond Community College,MA,83569.37113982634,73700
Radford University,VA,121285.4987494735,101700
Ramapo College Of New Jersey,NJ,127850.7476875298,106400
Rancho Santiago Community College District,CA,86310.7622339986,63600
Randolph - Macon College,VA,271040.2083333333,121700
Randolph College,VA,138279.1145833333,107300
Randolph Community College,NC,66456.77577068158,59800
Ranger College,TX,55167.96019379621,45700
Ranken Technical College,MO,90543.8046875,81900
Rappahannock Community College,VA,68103.9646253882,59900
Raritan Valley Community College,NJ,124000.577815073,102200
Reading Area Community College,PA,72739.63018058022,64500
Redlands Community College,OK,66161.42125459558,54600
Reed College,OR,283207.8472798448,121900
Regency Beauty Institute,MI,97746.5780120093,72000
Regis College,MA,95879.64990011416,86900
Regis University,CO,247153.5273579891,121400
Reid State Technical College,AL,47062.92057291666,34600
Reinhardt University,GA,136475.640625,101500
Rend Lake College,IL,66649.18977425876,57700
Rensselaer Polytechnic Institute,NY,150922.568685398,114200
Renton Technical College,WA,80759.60368695176,73000
Rhode Island College,RI,92263.92138742744,82700
Rhode Island School Of Design,RI,251804.7422823887,142800
Rhodes College,TN,327167.9163306452,164400
Rice University,TX,238987.4732743275,149200
Rich Mountain Community College,AR,48710.82421875,34900
Richard Bland College,VA,86778.82552083333,83700
Richard Stockton College Of New Jersey ,NJ,101331.4177892506,92700
Richland Community College,IL,78606.05903320313,69500
Richmond Community College,NC,50902.11493389423,37800
Rider University,NJ,137030.0367936925,102100
Ringling College Of Art & Design,FL,150259.7421875,97000
Rio Hondo Community College,CA,57731.04764934075,46500
Ripon College,WI,121768.812814435,92100
River Parishes Community College,LA,88848.06510416669,78400
River Valley Community College,NH,70440.70918188202,62700
Riverside Community College District,CA,80882.55802186558,70800
Roane State Community College,TN,65015.43515328511,59700
Roanoke Chowan Community College,NC,36107.2220209478,29400
Roanoke College,VA,178135.8995419558,111800
Robert Morgan And Miami Lakes Educational Centers,FL,47011.12357414448,32200
Robert Morris University,PA,108830.0598958333,83600
Robert Morris University Illinois,IL,54555.60735964307,44800
Roberts Wesleyan College,NY,83303.7286072239,72600
Robeson Community College,NC,42674.92414595636,32500
Rochester Institute Of Technology,NY,133154.3293177583,95700
Rock Valley College,IL,92191.873510691,81800
Rockford University,IL,105366.6822916667,83500
Rockhurst University,MO,147929.15725,107300
Rockingham Community College,NC,69514.4940219268,62700
Rockland Community College,NY,109559.152307727,92600
Rocky Mountain College,MT,103825.770320293,72600
Roger Williams University,RI,165346.4775482273,111600
Rogers State University,OK,74424.18522766621,66500
Rogue Community College,OR,65339.9820530583,53600
Rollins College,FL,360844.4678163901,120800
Roosevelt University,IL,93888.22435327804,73500
Rose - Hulman Institute Of Technology,IN,136282.03125,109500
Rose State College,OK,72336.59954539004,63800
Rowan College At Gloucester County,NJ,88410.17897870996,81600
Rowan University,NJ,111349.5984634695,102400
Rowan-Cabarrus Community College,NC,73761.4413688307,67000
Roxbury Community College,MA,43613.11197916666,32700
Rust College,MS,38329.48046875,33000
"Rutgers, The State University Of New Jersey",NJ,124831.8424255599,101000
SBI Campus - An Affiliate Of Sanford-Brown,RI,68223.6498655914,51600
SUNY At Fredonia,NY,101748.1819165362,94300
SUNY College At Brockport,NY,95850.6148046875,86800
SUNY College At Buffalo,NY,86251.4403874217,77700
SUNY College At Cortland,NY,103357.9844399742,94500
SUNY College At Geneseo,NY,120864.9843012754,107400
SUNY College At Old Westbury,NY,69919.75049800797,48400
SUNY College At Oneonta,NY,102749.8294538922,92700
SUNY College At Oswego,NY,96784.398266073,85900
SUNY College At Purchase,NY,133839.5060351803,103100
SUNY College Of Agriculture & Technology At Cobleskill,NY,81138.73206000158,71700
SUNY College Of Agriculture & Technology At Morrisville,NY,67333.40901948958,54000
SUNY College Of Technology At Alfred,NY,78080.47747559824,66700
SUNY College Of Technology At Canton,NY,56837.88630319149,52600
SUNY College Of Technology At Delhi,NY,76675.65683667084,63600
SUNY Empire State College,NY,91579.67740939044,76000
SUNY Fulton-Montgomery Community College,NY,72228.89322916667,56700
SUNY Maritime College,NY,110698.2106884058,103800
SUNY Upstate Medical University And SUNY College Of Environment Science And Forestry,NY,103874.8842395511,89900
SUNY Westchester Community College,NY,99770.02672819336,74100
Sacred Heart University,CT,163127.640625,114500
Saddleback College,CA,138658.739265473,100600
Sage Colleges,NY,93660.5540129267,77900
Saginaw Valley State University,MI,94699.92809239127,86500
Saint Ambrose University,IA,130187.0390625,99200
Saint Anselm College,NH,150543.9831154684,109700
Saint Augustine College,IL,41191.84505208334,35100
Saint Augustine's University,NC,52626.67181853647,38800
Saint Charles Community College,MO,96152.69010416669,89000
Saint Francis College,NY,84568.40461764371,70500
Saint Francis University,PA,95414.55969929245,80200
Saint John Fisher College,NY,111440.9835134346,88200
"Saint John's University of Collegeville, MN",MN,190784.8959267564,114300
"Saint John's University of Queens, NY",NY,92221.36442172072,69200
Saint Johns River State College,FL,79131.556143008,67800
"Saint Joseph's College of Brooklyn, NY",NY,104005.5193103699,96700
"Saint Joseph's College of Rensselaer, IN",IN,110235.3046875,94000
"Saint Joseph's College of Standish, ME",ME,86040.13522768507,77000
Saint Joseph's University,PA,229442.4139485802,144500
Saint Leo University,FL,73168.35313100384,57300
Saint Louis College Of Pharmacy,MO,108598.1484375,92500
Saint Louis University,MO,189357.0174726452,119700
Saint Martin's University,WA,102601.0417735541,82100
Saint Mary's College,IN,244361.4812413355,130600
Saint Mary's College Of California,CA,191245.6771071779,110500
Saint Mary's University,TX,106095.5265529871,76700
Saint Mary's University Of Minnesota,MN,178865.8280248398,105900
Saint Michael's College,VT,180136.8202461048,119100
Saint Norbert College,WI,175285.6236067613,106700
Saint Olaf College,MN,199485.1321547591,124700
Saint Peter's University,NJ,76200.71544001301,59700
Saint Thomas University,FL,61359.47815625,37500
Saint Vincent College & Seminary,PA,117173.5396689967,90200
Saint Xavier University,IL,102297.6959468206,82800
Salem College,NC,123124.8517674927,84200
Salem Community College,NJ,81625.04376046901,76200
Salem State University,MA,96290.25291041324,87100
Salt Lake Community College,UT,101285.634479675,82500
Salter College,MA,50965.24869791666,38000
Salve Regina University,RI,198807.694395727,117500
Sam Houston State University,TX,97665.2110641738,84000
Samford University,AL,221271.6075372495,131000
Sampson Community College,NC,53155.96630859375,46600
San Bernardino Community College District,CA,69714.46351372173,55000
San Diego Community College District,CA,89368.3024725578,63200
San Diego State University,CA,139292.3703820784,100500
San Francisco Community College District,CA,72116.39306193811,53400
San Francisco State University,CA,119248.8324889917,87200
San Jacinto Community College District,TX,80979.36674040966,71500
San Joaquin Delta College,CA,78048.92616634077,66300
San Joaquin Valley College,CA,47284.39192708334,36000
San Jose State University,CA,115874.4906851421,91700
San Jose-Evergreen Community College District,CA,82338.57436836562,67900
San Juan College,NM,67363.74583042481,59400
San Mateo County Community College District,CA,95244.31779107943,77000
Sandhills Community College,NC,65184.0127528985,53500
"Sanford-Brown College of Boston, MA",MA,65595.52105307451,40400
"Sanford-Brown College of Farmington, CT",CT,71673.39486830155,45400
"Sanford-Brown College of Fenton, MO",MO,61503.75301830947,50600
"Sanford-Brown College of McLean, VA",VA,59416.33909949267,49700
Santa Barbara Business College,CA,54232.58463541666,39400
Santa Barbara City College,CA,149972.6476321611,86100
Santa Clara University,CA,327182.7914701919,149900
Santa Fe College,FL,91674.43321545549,66400
Santa Fe Community College,NM,80035.57983030169,56400
Santa Fe University Of Art And Design,NM,163092.78125,90200
Santa Monica College,CA,114345.2306969905,51300
Santa Rosa Junior College,CA,97198.35911756803,80900
Sarah Lawrence College,NY,311431.3333333333,146500
Sauk Valley Community College,IL,63842.45190251683,64900
Savannah College Of Art And Design,GA,186747.4555261949,114900
Savannah State University,GA,57109.1535595507,45400
Savannah Technical College,GA,64418.73177083334,45500
Schenectady County Community College,NY,75154.88710393454,68100
School Of Communication Arts Of North Carolina,NC,77526.71354166667,61100
School Of The Art Institute Of Chicago,IL,219222.0193920725,105800
School Of The Museum Of Fine Arts,MA,271903.361328125,109600
School Of Visual Arts,NY,160404.3145154978,95200
Schoolcraft College,MI,109170.4071232595,97500
Schreiner University,TX,148461.9217425848,82300
Scripps College,CA,254753.8225788288,126300
Seattle Central Community College,WA,105144.0112750436,71800
Seattle Pacific University,WA,157153.3328816211,104200
Seattle University,WA,179809.7487062102,105700
Seminole State College,OK,58081.80338541666,49600
Seminole State College Of Florida,FL,81697.54860083826,63100
Seton Hall University,NJ,139516.4811303236,100900
Seton Hill University,PA,82482.00463418635,62900
Seward County Community College/Area Technical School,KS,67996.21933460885,60600
Shaw University,NC,47100.20442708334,37800
Shawnee Community College,IL,57180.79817708334,48800
Shawnee State University,OH,65813.22526041667,61800
Shelton State Community College,AL,81896.83390819319,60400
Shenandoah University,VA,131007.8333333333,100000
Shepherd University,WV,93302.3085347662,83400
Sheridan Technical Center,FL,64751.30977671531,46500
Shippensburg University Of Pennsylvania,PA,108335.4582442484,93000
Shoreline Community College,WA,95448.67303574288,84200
Shorter University,GA,93522.14319651254,84000
Siena College,NY,149412.5264861825,116800
Siena Heights University,MI,106720.0702515838,87000
Sierra College,CA,101030.3040743884,85900
Simmons College,MA,155814.6935571255,89800
Simpson College,IA,96151.38175403226,80800
Simpson University,CA,89041.90625,72700
Sinclair Community College,OH,77379.31324480906,70300
Skagit Valley College,WA,76195.5182145979,69500
Skidmore College,NY,396263.5642089844,175400
Slippery Rock University,PA,89874.23620718847,79200
Smith College,MA,204870.1669537402,114900
Snead State Community College,AL,62970.58145763315,52500
Snow College,UT,87531.00741185897,76900
Solano Community College,CA,87508.3391516877,84300
Sonoma State University,CA,147106.3358829875,113700
South Arkansas Community College,AR,60774.68701171875,54200
South Carolina State University,SC,54342.34052854422,42000
South Florida State College,FL,58751.68073468672,44400
South Georgia State College,GA,78097.23624636627,62900
South Georgia Technical College,GA,45436.00520833334,29700
South Hills School Of Business & Technology,PA,60512.43334868109,63500
South Plains College,TX,66913.8070945112,56200
South Puget Sound Community College,WA,84822.93505303246,73900
South Seattle Community College,WA,77709.30698529411,61600
South Suburban College Of Cook County,IL,64299.47123262165,57900
South Texas College,TX,34827.63773337837,23900
South University,TX,58021.65885416666,40700
Southeast Arkansas College,AR,56660.61265505725,46900
Southeast Community College,NE,80688.51534787953,70900
Southeast Missouri State University,MO,96913.00428621414,85200
Southeast Technical Institute,SD,76728.71614583333,68900
Southeastern College,FL,50198.65565741099,38400
"Southeastern Community College of West Burlington, IA",IA,70250.80711127147,66600
"Southeastern Community College of Whiteville, NC",NC,57475.72004010096,42600
Southeastern Illinois College,IL,63791.38671875,55500
Southeastern Louisiana University,LA,84423.66316318988,72700
Southeastern Oklahoma State University,OK,69099.6537383085,58700
Southeastern Technical College,GA,45670.37742704504,33200
Southeastern University,FL,81792.06022398845,67000
Southern Adventist University,TN,129780.6588541667,80500
Southern Arkansas University,AR,70946.45078761024,60500
Southern Careers Institute,TX,40739.65625,28900
Southern Connecticut State University,CT,103956.8526529499,91300
Southern Illinois University At Carbondale,IL,104367.1207970545,87300
Southern Illinois University Edwardsville,IL,95797.13299656833,87400
Southern Methodist University,TX,493450.6776868178,176400
Southern Nazarene University,OK,136705.4479166667,83000
Southern New Hampshire University,NH,108827.5667067308,85800
Southern Oregon University,OR,110645.4291751418,84400
Southern Polytechnic State University,GA,105229.4338774441,92400
Southern State Community College,OH,66525.27864583333,53900
Southern Union State Community College,AL,88024.03645833333,66800
Southern University And Agricultural & Mechanical Colg At Baton R,LA,52995.16298646701,38600
Southern University At New Orleans,LA,43880.52864583334,32100
Southern Utah University,UT,95712.54839431144,81700
Southern Virginia University,VA,136551.5989583333,84500
Southern Wesleyan University,SC,82087.796875,70600
Southern West Virginia Community And Technical College,WV,59687.57668732169,55300
Southside Virginia Community College,VA,61792.35265024038,39800
Southwest Baptist University,MO,82856.9508703859,72000
Southwest Florida College,FL,51488.89453125,40900
Southwest Georgia Technical College,GA,45050.24869791666,35100
Southwest Mississippi Community College,MS,55453.20182291666,44100
Southwest Tennessee Community College,TN,69933.35308617855,53600
Southwest Texas Junior College,TX,44078.6686385852,28100
Southwest Virginia Community College,VA,57355.34263500725,44900
Southwest Wisconsin Technical College,WI,62732.07736268335,57700
Southwestern Adventist University,TX,91328.2421875,66100
Southwestern Assemblies Of God University,TX,88503.2265625,70400
Southwestern College,KS,85761.85677083333,71300
Southwestern Community College District,CA,66043.24479166667,54200
"Southwestern Community College of Creston, IA",IA,67682.26822916667,55600
"Southwestern Community College of Sylva, NC",NC,58351.0567527091,49700
Southwestern Illinois College,IL,79953.45076282254,73100
Southwestern Michigan College,MI,77058.34650016297,65300
Southwestern Oklahoma State University,OK,71982.35940811785,61700
Southwestern Oregon Community College,OR,74040.80454096329,59700
Southwestern University,TX,216905.4958802251,130600
Spartan College Of Aeronautics And Technology,OK,72269.5859375,62100
Spartanburg Community College,SC,76925.7576594149,57300
Spartanburg Methodist College,SC,71015.4765625,60600
Specs Howard School Of Media Arts,MI,86942.81510416667,72600
Spelman College,GA,115008.4396655702,84500
Spokane And Spokane Falls Community Colleges,WA,76895.64931964538,64700
Spoon River College,IL,62919.02882009896,58200
Spring Arbor University,MI,98894.20611285268,81800
Spring Hill College,AL,184068.7141570605,107000
Springfield College,MA,139924.6302083333,105300
Springfield Technical Community College,MA,76182.56426239792,69300
St Louis Community Colleges,MO,89400.28895867115,74500
St. Bonaventure University,NY,140831.3854166667,103300
St. Catharine College,KY,69351.08072916667,49400
St. Catherine University,MN,115429.9655885858,84800
St. Clair County Community College,MI,84217.7657009778,78100
St. Edward's University,TX,206336.6264661528,101100
St. John's College,MD,182242.6577607044,110900
St. Lawrence University,NY,184452.8575994318,108400
St. Petersburg College,FL,87186.60117625675,60900
Stanford University,CA,472210.529161629,172600
Stanly Community College,NC,72183.16348105548,62200
Stark State College,OH,72131.22075951444,67200
State Center Community College District,CA,62990.5543990734,47600
"State College Of Florida, Manatee-Sarasota",FL,85085.68504575337,62400
State University Of New York At Albany,NY,114246.3984975147,98000
State University Of New York At Buffalo,NY,108683.0445678971,95300
State University Of New York At Farmingdale,NY,99907.11220867472,85600
State University Of New York At New Paltz,NY,103260.959929236,91900
State University Of New York At Stony Brook,NY,91836.9761701143,73600
